annee;diplome;numero_de_l_etablissement;etablissement;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_d_insertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_l_universite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_ETAB;cle_DISC
2013;LICENCE PRO;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;13;31;ns;ns;ns;ns;ns;ns;;0;nd;.;ns;ns;ns;.;.;La Réunion_30;disc01_30
2013;LICENCE PRO;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;0;;ns;ns;ns;ns;ns;ns;;0;nd;.;ns;ns;ns;.;.;La Réunion_18;disc03_18
2013;LICENCE PRO;9740478B;La Réunion;A28;La Réunion;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;13;39;ns;ns;ns;ns;ns;ns;;0;nd;.;ns;ns;ns;.;.;La Réunion_18;disc04_18
2013;LICENCE PRO;9740478B;La Réunion;A28;La Réunion;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;5;25;ns;ns;ns;ns;ns;ns;;0;nd;.;ns;ns;ns;.;.;La Réunion_18;disc11_18
2013;LICENCE PRO;9740478B;La Réunion;A28;La Réunion;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;3;12;ns;ns;ns;ns;ns;ns;;0;nd;.;ns;ns;ns;.;.;La Réunion_18;disc16_18
2013;LICENCE PRO;9740478B;La Réunion;A28;La Réunion;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;3;12;ns;ns;ns;ns;ns;ns;;0;nd;.;ns;ns;ns;.;.;La Réunion_30;disc16_30
2013;LICENCE PRO;UNIV;Toutes universités et établissements assimilés;;;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;406;65;3;89;47;71;95;1400;21800;20;9.9;1870;4;36;71;1490;2280;Toutes universités et établissements assimilés_18;disc02_18
2013;LICENCE PRO;UNIV;Toutes universités et établissements assimilés;;;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;406;65;3;93;55;82;97;1500;23400;20;9.9;1870;6;36;71;1490;2280;Toutes universités et établissements assimilés_30;disc02_30
2013;LICENCE PRO;UNIV;Toutes universités et établissements assimilés;;;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;4113;65;26;90;50;68;96;1500;23400;20;9.9;1870;6;26;61;1490;2280;Toutes universités et établissements assimilés_18;disc04_18
2013;LICENCE PRO;UNIV;Toutes universités et établissements assimilés;;;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;287;75;2;87;57;55;78;1390;21700;20;9.9;1870;20;56;76;1490;2280;Toutes universités et établissements assimilés_30;disc06_30
2013;LICENCE PRO;UNIV;Toutes universités et établissements assimilés;;;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;855;66;5;88;63;65;87;1470;22900;20;9.9;1870;20;46;61;1490;2280;Toutes universités et établissements assimilés_30;disc10_30
2013;LICENCE PRO;UNIV;Toutes universités et établissements assimilés;;;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;1208;75;7;86;81;49;94;1450;22600;20;9.9;1870;8;50;63;1490;2280;Toutes universités et établissements assimilés_18;disc13_18
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;2;60;1;ns;ns;ns;ns;ns;;10;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_18;disc02_18
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;8;79;6;ns;ns;ns;ns;ns;;10;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_30;disc05_30
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;2;50;2;ns;ns;ns;ns;ns;;10;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_18;disc06_18
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;;15;100;7;ns;ns;ns;ns;ns;;10;8.8;2070;ns;ns;ns;1630;2580;Paris René Descartes_30;disc09_30
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;47;71;28;96;100;36;100;1530;23800;10;8.8;2070;25;19;ns;1630;2580;Paris René Descartes_18;disc12_18
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;47;71;28;98;100;69;100;1500;23400;10;8.8;2070;22;19;ns;1630;2580;Paris René Descartes_30;disc12_30
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;44;88;26;96;100;36;100;1500;23400;10;8.8;2070;23;21;ns;1630;2580;Paris René Descartes_18;disc13_18
2013;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;10;55;9;ns;ns;ns;ns;ns;;4;8.8;2070;ns;ns;ns;1630;2580;Paris Pierre et Marie Curie_30;disc14_30
2013;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;39;55;42;86;83;ns;100;ns;;4;8.8;2070;13;29;39;1630;2580;Paris Pierre et Marie Curie_18;disc15_18
2013;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;7;88;7;ns;ns;ns;ns;ns;;4;8.8;2070;ns;ns;ns;1630;2580;Paris Pierre et Marie Curie_18;disc16_18
2013;LICENCE PRO;0751723R;Paris 7 - Denis Diderot;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;6;42;;ns;ns;ns;ns;ns;;6;8.8;2070;ns;ns;ns;1630;2580;Paris 7 - Denis Diderot_30;disc13_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;40;68;18;98;32;90;95;1540;24000;22;10.2;1840;2;23;75;1500;2190;Rouen_30;disc02_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;8;63;4;ns;ns;ns;ns;ns;;22;10.2;1840;ns;ns;ns;1500;2190;Rouen_30;disc03_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;15;83;7;ns;ns;ns;ns;ns;;22;10.2;1840;ns;ns;ns;1500;2190;Rouen_18;disc05_18
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;6;83;2;ns;ns;ns;ns;ns;;22;10.2;1840;ns;ns;ns;1500;2190;Rouen_30;disc07_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;6;83;2;ns;ns;ns;ns;ns;;22;10.2;1840;ns;ns;ns;1500;2190;Rouen_30;disc10_30
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;98;77;42;88;90;59;97;1520;23700;22;10.2;1840;7;39;41;1500;2190;Rouen_18;disc12_18
2013;LICENCE PRO;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;14;70;6;ns;ns;ns;ns;ns;;22;10.2;1840;ns;ns;ns;1500;2190;Rouen_18;disc13_18
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);45;46;41;87;51;79;97;1470;22900;28;10.2;1840;;16;60;1500;2190;Le Havre_30;disc01_30
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);30;47;27;84;ns;ns;ns;ns;;28;10.2;1840;ns;ns;60;1500;2190;Le Havre_18;disc04_18
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);14;44;13;ns;ns;ns;ns;ns;;28;10.2;1840;ns;ns;ns;1500;2190;Le Havre_30;disc07_30
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);58;54;46;90;79;75;98;1660;25900;28;10.2;1840;4;51;29;1500;2190;Le Havre_30;disc12_30
2013;LICENCE PRO;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);25;47;20;ns;ns;ns;ns;ns;;28;10.2;1840;ns;ns;ns;1500;2190;Le Havre_30;disc15_30
2013;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;141;82;26;90;81;92;98;1690;26300;6;8.8;2070;13;39;18;1630;2580;Paris-Est Marne-la-Vallée_18;disc15_18
2013;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;11;76;2;ns;ns;ns;ns;ns;;6;8.8;2070;ns;ns;ns;1630;2580;Paris-Est Marne-la-Vallée_30;disc17_30
2013;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;62;48;39;97;48;83;95;1730;27000;4;8.8;2070;5;18;82;1630;2580;Versailles Saint-Quentin-en-Yvelines_30;disc01_30
2013;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;6;33;4;ns;ns;ns;ns;ns;;4;8.8;2070;ns;ns;ns;1630;2580;Versailles Saint-Quentin-en-Yvelines_30;disc03_30
2013;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;3;43;2;ns;ns;ns;ns;ns;;4;8.8;2070;ns;ns;ns;1630;2580;Versailles Saint-Quentin-en-Yvelines_18;disc13_18
2013;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;32;58;19;94;97;83;100;ns;;4;8.8;2070;13;16;10;1630;2580;Versailles Saint-Quentin-en-Yvelines_18;disc15_18
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;11;48;6;ns;ns;ns;ns;ns;;34;12.4;1830;ns;ns;ns;1480;2160;Amiens - Picardie Jules-Verne_18;disc05_18
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;11;48;6;ns;ns;ns;ns;ns;;34;12.4;1830;ns;ns;ns;1480;2160;Amiens - Picardie Jules-Verne_30;disc05_30
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;8;42;5;ns;ns;ns;ns;ns;;34;12.4;1830;ns;ns;ns;1480;2160;Amiens - Picardie Jules-Verne_18;disc11_18
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;32;54;18;94;93;80;ns;ns;;34;12.4;1830;6;ns;6;1480;2160;Amiens - Picardie Jules-Verne_30;disc15_30
2013;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;43;55;24;81;77;66;100;1520;23700;34;12.4;1830;11;38;9;1480;2160;Amiens - Picardie Jules-Verne_18;disc16_18
2013;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;16;81;12;ns;ns;ns;ns;ns;;30;11.9;1820;ns;ns;ns;1460;2150;Institut national universitaire Jean-François Champollion_18;disc04_18
2013;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;11;85;8;ns;ns;ns;ns;ns;;30;11.9;1820;ns;ns;ns;1460;2150;Institut national universitaire Jean-François Champollion_18;disc13_18
2013;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;77;80;61;96;73;68;100;1500;23400;30;11.9;1820;5;48;10;1460;2150;Institut national universitaire Jean-François Champollion_18;disc15_18
2013;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;77;80;61;93;82;86;99;1600;25000;30;11.9;1820;12;48;10;1460;2150;Institut national universitaire Jean-François Champollion_30;disc15_30
2013;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;5;75;4;ns;ns;ns;ns;ns;;30;11.9;1820;ns;ns;ns;1460;2150;Institut national universitaire Jean-François Champollion_30;disc17_30
2013;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;83;76;55;92;68;72;92;1580;24600;31;11.4;1840;14;14;70;1430;2210;Toulon - Sud Toulon Var_30;disc01_30
2013;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;13;85;8;ns;ns;ns;ns;ns;;31;11.4;1840;ns;ns;ns;1430;2210;Toulon - Sud Toulon Var_18;disc02_18
2013;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;60;73;40;85;58;67;96;1550;24200;31;11.4;1840;10;14;70;1430;2210;Toulon - Sud Toulon Var_18;disc04_18
2013;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;60;73;40;95;73;77;95;1610;25200;31;11.4;1840;16;14;70;1430;2210;Toulon - Sud Toulon Var_30;disc04_30
2013;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;14;91;8;ns;ns;ns;ns;ns;;31;11.4;1840;ns;ns;ns;1430;2210;Toulon - Sud Toulon Var_18;disc16_18
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;19;46;48;ns;ns;ns;ns;ns;;17;11.4;1840;ns;ns;ns;1430;2210;Avignon_30;disc01_30
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;3;57;7;ns;ns;ns;ns;ns;;17;11.4;1840;ns;ns;ns;1430;2210;Avignon_18;disc04_18
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;2;58;4;ns;ns;ns;ns;ns;;17;11.4;1840;ns;ns;ns;1430;2210;Avignon_18;disc10_18
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;2;58;4;ns;ns;ns;ns;ns;;17;11.4;1840;ns;ns;ns;1430;2210;Avignon_30;disc10_30
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;25;62;48;ns;ns;ns;ns;ns;;17;11.4;1840;ns;ns;ns;1430;2210;Avignon_18;disc12_18
2013;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;8;53;15;ns;ns;ns;ns;ns;;17;11.4;1840;ns;ns;ns;1430;2210;Avignon_18;disc13_18
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;78;68;30;95;40;77;95;1530;23800;32;9.6;1730;10;27;66;1390;2040;Poitiers_30;disc01_30
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;16;70;6;ns;ns;ns;ns;ns;;32;9.6;1730;ns;ns;ns;1390;2040;Poitiers_30;disc02_30
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;10;69;4;ns;ns;ns;ns;ns;;32;9.6;1730;ns;ns;ns;1390;2040;Poitiers_18;disc05_18
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;26;57;12;ns;ns;ns;ns;ns;;32;9.6;1730;ns;ns;ns;1390;2040;Poitiers_18;disc07_18
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;146;67;58;85;82;57;95;1490;23300;32;9.6;1730;12;57;22;1390;2040;Poitiers_18;disc12_18
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;6;60;2;ns;ns;ns;ns;ns;;32;9.6;1730;ns;ns;ns;1390;2040;Poitiers_30;disc13_30
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;14;55;6;ns;ns;ns;ns;ns;;32;9.6;1730;ns;ns;ns;1390;2040;Poitiers_30;disc14_30
2013;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;21;60;9;ns;ns;ns;ns;ns;;32;9.6;1730;ns;ns;ns;1390;2040;Poitiers_30;disc17_30
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;12;31;5;ns;ns;ns;ns;ns;;18;9.6;1760;ns;ns;ns;1430;2010;Limoges_18;disc02_18
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;9;48;3;ns;ns;ns;ns;ns;;18;9.6;1760;ns;ns;ns;1430;2010;Limoges_18;disc10_18
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;9;86;3;ns;ns;ns;ns;ns;;18;9.6;1760;ns;ns;ns;1430;2010;Limoges_18;disc11_18
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;194;68;56;90;89;70;97;1500;23400;18;9.6;1760;3;58;26;1430;2010;Limoges_18;disc12_18
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;52;68;14;85;89;46;95;1400;21800;18;9.6;1760;6;65;54;1430;2010;Limoges_18;disc13_18
2013;LICENCE PRO;0870669E;Limoges;A22;Limoges;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;52;68;14;96;92;68;98;1380;21500;18;9.6;1760;6;65;54;1430;2010;Limoges_30;disc13_30
2013;LICENCE PRO;0911101C;Paris 11 - Paris Sud;A25;Versailles;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;103;60;46;91;57;80;100;1600;25000;8;8.8;2070;4;67;68;1630;2580;Paris 11 - Paris Sud_18;disc14_18
2013;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;28;72;12;ns;ns;ns;ns;ns;;5;8.8;2070;ns;ns;ns;1630;2580;Evry Val-d'Essonne_30;disc10_30
2013;LICENCE PRO;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;9;21;;ns;ns;ns;ns;ns;;5;8.8;2070;ns;ns;ns;1630;2580;Paris Ouest Nanterre La Défense_18;disc01_18
2013;LICENCE PRO;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;1;14;;ns;ns;ns;ns;ns;;5;8.8;2070;ns;ns;ns;1630;2580;Paris Ouest Nanterre La Défense_18;disc03_18
2013;LICENCE PRO;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;1;14;;ns;ns;ns;ns;ns;;5;8.8;2070;ns;ns;ns;1630;2580;Paris Ouest Nanterre La Défense_30;disc03_30
2013;LICENCE PRO;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;3;60;;ns;ns;ns;ns;ns;;5;8.8;2070;ns;ns;ns;1630;2580;Paris Ouest Nanterre La Défense_18;disc06_18
2013;LICENCE PRO;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;23;33;;ns;ns;ns;ns;ns;;5;8.8;2070;ns;ns;ns;1630;2580;Paris Ouest Nanterre La Défense_30;disc12_30
2013;LICENCE PRO;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;22;36;;ns;ns;ns;ns;ns;;5;8.8;2070;ns;ns;ns;1630;2580;Paris Ouest Nanterre La Défense_18;disc15_18
2013;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);49;34;43;94;68;66;100;1670;26000;18;8.8;2070;6;11;73;1630;2580;Paris 13 - Paris Nord_18;disc01_18
2013;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);1;25;1;ns;ns;ns;ns;nd;;18;8.8;2070;ns;ns;ns;1630;2580;Paris 13 - Paris Nord_18;disc02_18
2013;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);1;25;1;ns;ns;ns;ns;nd;;18;8.8;2070;ns;ns;ns;1630;2580;Paris 13 - Paris Nord_30;disc02_30
2013;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);41;36;36;92;69;67;100;ns;;18;8.8;2070;5;13;75;1630;2580;Paris 13 - Paris Nord_18;disc04_18
2013;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);32;33;29;81;ns;ns;ns;ns;;18;8.8;2070;ns;ns;78;1630;2580;Paris 13 - Paris Nord_30;disc07_30
2013;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);4;36;3;ns;ns;ns;ns;ns;;18;8.8;2070;ns;ns;ns;1630;2580;Paris 13 - Paris Nord_30;disc11_30
